Left Hand
==============
     JOINT_THUMB_JT2)	X: -0.146581 Y: -0.027631 Z: 0.302812 559.066956 279.904877
     JOINT_THUMB_TIP)	X: -0.162913 Y: -0.013471 Z: 0.299975 584.461670 254.581390
     JOINT_INDEX_BASE)	X: -0.119747 Y: 0.003591 Z: 0.284193 516.665405 236.466125
     JOINT_INDEX_JT1)	X: -0.151789 Y: 0.032786 Z: 0.276641 573.464661 186.778961
     JOINT_INDEX_JT2)	X: -0.167809 Y: 0.047383 Z: 0.272866 603.389404 160.601227
     JOINT_INDEX_TIP)	X: -0.182373 Y: 0.060654 Z: 0.269433 642.279175 161.961014
     JOINT_MIDDLE_BASE)	X: -0.099741 Y: 0.008738 Z: 0.269857 496.189301 228.292328
     JOINT_MIDDLE_JT1)	X: -0.126264 Y: 0.045495 Z: 0.254061 549.282410 159.049454
     JOINT_MIDDLE_JT2)	X: -0.141736 Y: 0.066936 Z: 0.244847 583.613831 114.275162
     JOINT_MIDDLE_TIP)	X: -0.152787 Y: 0.082251 Z: 0.238266 625.776428 109.819382
     JOINT_RING_BASE)	X: -0.081389 Y: 0.009013 Z: 0.259170 474.325500 228.221176
     JOINT_RING_JT1)	X: -0.106041 Y: 0.041581 Z: 0.245731 525.675415 165.540222
     JOINT_RING_JT2)	X: -0.118653 Y: 0.058244 Z: 0.238855 556.643555 131.503784
     JOINT_RING_TIP)	X: -0.130119 Y: 0.073392 Z: 0.232604 599.552795 119.116913
     JOINT_PINKY_BASE)	X: -0.056816 Y: 0.002417 Z: 0.248717 440.540131 241.687592
     JOINT_PINKY_JT1)	X: -0.081387 Y: 0.028011 Z: 0.238220 495.446106 194.612366
     JOINT_PINKY_JT2)	X: -0.092677 Y: 0.039771 Z: 0.233398 526.504089 176.055298
     JOINT_PINKY_TIP)	X: -0.102638 Y: 0.050147 Z: 0.229142 557.201111 161.089554
Right Hand
==============
     JOINT_WRIST)	X: -0.070165 Y: -0.070386 Z: 0.294803 444.789642 354.662354
     JOINT_CENTER)	X: -0.095357 Y: -0.037612 Z: 0.287372 483.594879 309.254578
     JOINT_THUMB_BASE)	X: -0.088504 Y: -0.070490 Z: 0.305637 465.354828 348.177826
     JOINT_THUMB_JT1)	X: -0.121671 Y: -0.054975 Z: 0.315797 517.872070 332.670135
     JOINT_THUMB_JT2)	X: -0.153948 Y: -0.051245 Z: 0.316544 561.957092 311.640686
     JOINT_THUMB_TIP)	X: -0.172337 Y: -0.039537 Z: 0.316463 588.133911 290.254425
     JOINT_INDEX_BASE)	X: -0.136348 Y: -0.015494 Z: 0.296436 535.946655 269.347839
     JOINT_INDEX_JT1)	X: -0.172946 Y: 0.008416 Z: 0.291445 596.811951 231.039474
     JOINT_INDEX_JT2)	X: -0.190361 Y: 0.021846 Z: 0.290851 628.387573 211.165863
     JOINT_INDEX_TIP)	X: -0.205390 Y: 0.035014 Z: 0.291704 657.786743 192.662155
     JOINT_MIDDLE_BASE)	X: -0.119349 Y: -0.006399 Z: 0.280294 522.809631 257.481567
     JOINT_MIDDLE_JT1)	X: -0.148942 Y: 0.030462 Z: 0.271953 571.307617 191.338882
     JOINT_MIDDLE_JT2)	X: -0.166204 Y: 0.051964 Z: 0.267087 601.085083 150.727737
     JOINT_MIDDLE_TIP)	X: -0.178535 Y: 0.067322 Z: 0.263612 641.908081 145.900330
     JOINT_RING_BASE)	X: -0.102636 Y: -0.002441 Z: 0.267801 506.028259 252.852631
     JOINT_RING_JT1)	X: -0.134930 Y: 0.025951 Z: 0.267750 561.754944 203.353256
     JOINT_RING_JT2)	X: -0.151452 Y: 0.040478 Z: 0.267724 590.591919 177.738739
     JOINT_RING_TIP)	X: -0.166472 Y: 0.053683 Z: 0.267700 617.001526 154.280396
     JOINT_PINKY_BASE)	X: -0.078501 Y: -0.004008 Z: 0.254699 475.701996 258.436127
     JOINT_PINKY_JT1)	X: -0.108527 Y: 0.016394 Z: 0.247545 536.737854 220.783356
     JOINT_PINKY_JT2)	X: -0.122323 Y: 0.025768 Z: 0.244258 570.210144 207.454941
     JOINT_PINKY_TIP)	X: -0.134496 Y: 0.034040 Z: 0.241357 602.960205 198.239410
Right Hand
==============
     JOINT_WRIST)	X: -0.059935 Y: -0.085565 Z: 0.322821 440.581421 369.978546
     JOINT_CENTER)	X: -0.095098 Y: -0.064284 Z: 0.314178 481.707428 334.242096
     JOINT_THUMB_BASE)	X: -0.076894 Y: -0.091093 Z: 0.334462 453.530823 373.423279
     JOINT_THUMB_JT1)	X: -0.111673 Y: -0.081410 Z: 0.346322 507.307800 361.921448
     JOINT_THUMB_JT2)	X: -0.143623 Y: -0.085699 Z: 0.350455 552.471313 349.882904
     JOINT_THUMB_TIP)	X: -0.164647 Y: -0.079937 Z: 0.350286 579.411621 333.408569
     JOINT_INDEX_BASE)	X: -0.141062 Y: -0.057035 Z: 0.323472 528.169434 303.468994
     JOINT_INDEX_JT1)	X: -0.179918 Y: -0.041097 Z: 0.310351 587.544983 274.820465
     JOINT_INDEX_JT2)	X: -0.199346 Y: -0.033127 Z: 0.303790 618.462463 259.902863
     JOINT_INDEX_TIP)	X: -0.209019 Y: -0.016762 Z: 0.310004 647.319519 245.979416
     JOINT_MIDDLE_BASE)	X: -0.128586 Y: -0.044017 Z: 0.305947 524.110596 292.570679
     JOINT_MIDDLE_JT1)	X: -0.168056 Y: -0.023718 Z: 0.287668 571.256714 355.626434
     JOINT_MIDDLE_JT2)	X: -0.191080 Y: -0.011877 Z: 0.277005 544.429626 392.269318
     JOINT_MIDDLE_TIP)	X: -0.197476 Y: 0.005702 Z: 0.284079 510.073120 386.729797
     JOINT_RING_BASE)	X: -0.114523 Y: -0.035590 Z: 0.292446 515.278564 287.505127
     JOINT_RING_JT1)	X: -0.146971 Y: -0.007614 Z: 0.288773 572.424377 245.601974
     JOINT_RING_JT2)	X: -0.163572 Y: 0.006699 Z: 0.286893 602.727173 223.381897
     JOINT_RING_TIP)	X: -0.178665 Y: 0.019710 Z: 0.285184 630.931274 202.700806
     JOINT_PINKY_BASE)	X: -0.091590 Y: -0.029808 Z: 0.278401 494.307129 290.192627
     JOINT_PINKY_JT1)	X: -0.123744 Y: -0.015918 Z: 0.266477 555.124573 262.651855
     JOINT_PINKY_JT2)	X: -0.138518 Y: -0.009537 Z: 0.260999 585.891235 250.992920
     JOINT_PINKY_TIP)	X: -0.151553 Y: -0.003906 Z: 0.256165 615.303345 242.328918
Right Hand
==============
     JOINT_WRIST)	X: -0.062988 Y: -0.090448 Z: 0.339626 439.378296 383.469421
     JOINT_CENTER)	X: -0.101263 Y: -0.075234 Z: 0.331407 484.280853 349.520294
     JOINT_THUMB_BASE)	X: -0.078781 Y: -0.099242 Z: 0.350893 454.395264 379.586670
     JOINT_THUMB_JT1)	X: -0.114269 Y: -0.093439 Z: 0.363178 506.447021 376.409607
     JOINT_THUMB_JT2)	X: -0.145625 Y: -0.099961 Z: 0.368701 549.128540 366.570251
     JOINT_THUMB_TIP)	X: -0.166789 Y: -0.094807 Z: 0.369566 571.662598 350.116882
     JOINT_INDEX_BASE)	X: -0.147822 Y: -0.076359 Z: 0.340500 527.908691 321.641388
     JOINT_INDEX_JT1)	X: -0.187420 Y: -0.064724 Z: 0.325250 584.671021 297.039978
     JOINT_INDEX_JT2)	X: -0.202066 Y: -0.049016 Z: 0.330020 614.015076 284.321899
     JOINT_INDEX_TIP)	X: -0.215381 Y: -0.034736 Z: 0.334356 641.273499 272.507782
     JOINT_MIDDLE_BASE)	X: -0.137715 Y: -0.060745 Z: 0.323578 525.625977 311.690430
     JOINT_MIDDLE_JT1)	X: -0.180029 Y: -0.046882 Z: 0.305651 568.522583 373.418701
     JOINT_MIDDLE_JT2)	X: -0.204712 Y: -0.038795 Z: 0.295194 542.249573 406.969635
     JOINT_MIDDLE_TIP)	X: -0.214070 Y: -0.022855 Z: 0.302832 509.811096 400.460449
     JOINT_RING_BASE)	X: -0.125268 Y: -0.049527 Z: 0.310529 518.595337 307.058350
     JOINT_RING_JT1)	X: -0.159003 Y: -0.023002 Z: 0.307802 573.585083 270.121155
     JOINT_RING_JT2)	X: -0.176262 Y: -0.009432 Z: 0.306407 602.534912 250.675278
     JOINT_RING_TIP)	X: -0.191953 Y: 0.002905 Z: 0.305138 629.350220 232.663116
     JOINT_PINKY_BASE)	X: -0.103626 Y: -0.039366 Z: 0.296928 500.304749 309.416565
     JOINT_PINKY_JT1)	X: -0.136864 Y: -0.029304 Z: 0.284159 558.452637 286.325470
     JOINT_PINKY_JT2)	X: -0.152135 Y: -0.024681 Z: 0.278293 587.560608 276.882843
     JOINT_PINKY_TIP)	X: -0.165610 Y: -0.020602 Z: 0.273116 615.164001 270.236115
Right Hand
==============
     JOINT_WRIST)	X: -0.037631 Y: -0.109343 Z: 0.360234 400.322998 399.355530
     JOINT_CENTER)	X: -0.076856 Y: -0.094345 Z: 0.359604 444.244537 367.905640
     JOINT_THUMB_BASE)	X: -0.048613 Y: -0.112101 Z: 0.378275 408.147095 390.642212
     JOINT_THUMB_JT1)	X: -0.078487 Y: -0.100222 Z: 0.398535 455.784363 390.495422
     JOINT_THUMB_JT2)	X: -0.105851 Y: -0.097983 Z: 0.415925 494.580170 385.688843
     JOINT_THUMB_TIP)	X: -0.123786 Y: -0.086708 Z: 0.421067 518.655090 374.772461
     JOINT_INDEX_BASE)	X: -0.117795 Y: -0.087755 Z: 0.382674 479.126709 338.964355
     JOINT_INDEX_JT1)	X: -0.159270 Y: -0.076999 Z: 0.372668 530.316528 318.262390
     JOINT_INDEX_JT2)	X: -0.173049 Y: -0.059850 Z: 0.372945 556.734009 307.578766
     JOINT_INDEX_TIP)	X: -0.185576 Y: -0.044261 Z: 0.373197 581.245911 297.665802
     JOINT_MIDDLE_BASE)	X: -0.114214 Y: -0.080062 Z: 0.359004 485.717438 338.209045
     JOINT_MIDDLE_JT1)	X: -0.161508 Y: -0.071867 Z: 0.359372 512.190735 399.351868
     JOINT_MIDDLE_JT2)	X: -0.189096 Y: -0.067086 Z: 0.359586 484.291138 423.644867
     JOINT_MIDDLE_TIP)	X: -0.196127 Y: -0.049357 Z: 0.365606 461.271362 436.594543
     JOINT_RING_BASE)	X: -0.107038 Y: -0.075343 Z: 0.339580 486.899719 341.049744
     JOINT_RING_JT1)	X: -0.144670 Y: -0.054554 Z: 0.338768 538.778381 312.101685
     JOINT_RING_JT2)	X: -0.163526 Y: -0.043221 Z: 0.338645 565.666077 297.098511
     JOINT_RING_TIP)	X: -0.180664 Y: -0.032912 Z: 0.338536 590.315552 283.344177
     JOINT_PINKY_BASE)	X: -0.091335 Y: -0.072685 Z: 0.317153 479.190308 351.441589
     JOINT_PINKY_JT1)	X: -0.127975 Y: -0.069771 Z: 0.321402 525.502441 372.492798
     JOINT_PINKY_JT2)	X: -0.144809 Y: -0.068432 Z: 0.323355 546.441040 382.010437
     JOINT_PINKY_TIP)	X: -0.159663 Y: -0.067250 Z: 0.325078 553.881714 404.486023
Right Hand
==============
     JOINT_WRIST)	X: -0.024933 Y: -0.128215 Z: 0.378533 379.440887 416.416656
     JOINT_CENTER)	X: -0.065643 Y: -0.118652 Z: 0.382439 423.070862 390.972534
     JOINT_THUMB_BASE)	X: -0.033214 Y: -0.131812 Z: 0.397825 384.755402 407.781342
     JOINT_THUMB_JT1)	X: -0.061821 Y: -0.123384 Z: 0.421375 428.179291 411.936951
     JOINT_THUMB_JT2)	X: -0.086975 Y: -0.124345 Z: 0.441933 462.603516 410.661011
     JOINT_THUMB_TIP)	X: -0.105490 Y: -0.115252 Z: 0.448986 484.764191 402.721497
     JOINT_INDEX_BASE)	X: -0.104071 Y: -0.116844 Z: 0.410218 454.063538 365.960907
     JOINT_INDEX_JT1)	X: -0.147499 Y: -0.112061 Z: 0.405011 502.275940 352.550201
     JOINT_INDEX_JT2)	X: -0.162807 Y: -0.096364 Z: 0.406826 526.654785 345.769043
     JOINT_INDEX_TIP)	X: -0.176722 Y: -0.082094 Z: 0.408476 548.977356 339.559784
     JOINT_MIDDLE_BASE)	X: -0.104414 Y: -0.109544 Z: 0.386158 463.425537 367.438477
     JOINT_MIDDLE_JT1)	X: -0.152005 Y: -0.107768 Z: 0.392156 479.945068 426.123291
     JOINT_MIDDLE_JT2)	X: -0.179766 Y: -0.106732 Z: 0.395654 452.427490 445.974976
     JOINT_MIDDLE_TIP)	X: -0.188402 Y: -0.089915 Z: 0.402180 430.246399 456.009766
     JOINT_RING_BASE)	X: -0.100309 Y: -0.104563 Z: 0.365925 467.323364 371.577484
     JOINT_RING_JT1)	X: -0.140231 Y: -0.088930 Z: 0.369226 516.175720 350.551880
     JOINT_RING_JT2)	X: -0.160311 Y: -0.080151 Z: 0.371153 541.001160 339.867249
     JOINT_RING_TIP)	X: -0.178553 Y: -0.072143 Z: 0.372913 563.471436 330.196228
     JOINT_PINKY_BASE)	X: -0.087893 Y: -0.100579 Z: 0.341705 463.562866 382.227051
     JOINT_PINKY_JT1)	X: -0.123820 Y: -0.102470 Z: 0.350346 499.861450 405.053650
     JOINT_PINKY_JT2)	X: -0.140327 Y: -0.103340 Z: 0.354316 515.989502 415.195923
     JOINT_PINKY_TIP)	X: -0.154892 Y: -0.104107 Z: 0.357819 520.223938 436.258240
Right Hand
==============
     JOINT_WRIST)	X: -0.010343 Y: -0.103450 Z: 0.386022 343.681244 388.797760
     JOINT_CENTER)	X: -0.041101 Y: -0.130253 Z: 0.396001 384.957581 398.418884
     JOINT_THUMB_BASE)	X: -0.008649 Y: -0.112317 Z: 0.405315 342.429230 383.613037
     J
